Sklep;Nazwa;Model;Cena;Data;Ekran (przekątna);Procesor;Pamięć RAM;Dedykowany układ graficzny
MediaMarkt;HP;16-d1111nw;6999;2023.06.24;"16.1""";Intel® Core™ i5-12500H (12 rdzeni, 16 wątków, 2.5-4.5 GHz);16 GB DDR5;NVIDIA GeForce RTX™ 3060 6 GB GDDR6
MediaMarkt;MICROSOFT;Surface Pro 9;6899;2023.06.24;"13""";Intel® Core™ i5-1235U (10 rdzeni, 12 wątków, 1.3-4.4 GHz);8 GB DDR5;INTEL Iris® Xe
MediaMarkt;LG;Gram 2022 14T90Q-G.AA55Y WUXGA;5999;2023.06.24;"14""";Intel® Core™ i5-1240P (12 rdzeni, 16 wątków, 3.3-4.4 GHz);16 GB DDR5;INTEL Iris® Xe
MediaMarkt;HP;14-dv1411nw;3099;2023.06.24;"14""";Intel® Core™ i5-1155G7 (4 rdzenie, 8 wątków, 2.5-4.5 GHz);8 GB DDR4;INTEL Iris® Xe
MediaMarkt;ASUS;FHD;1499;2023.06.24;"14""";Intel® Celeron® N4020 (2 rdzenie, 2 wątki, 1.1-2.8 GHz);4 GB DDR4;Intel UHD 600
MediaMarkt;LENOVO;Gaming 3 15ACH6 82K200NXPB FHD Ryzen;4599;2023.06.24;"15.6""";AMD Ryzen™ 5 5600H (6 rdzeni, 12 wątków, 3.3-4.2 GHz);16 GB DDR4;NVIDIA GeForce RTX™ 3050 Ti 4 GB GDDR6
MediaMarkt;LG;2022 17Z90Q-G.AA7BY;10599;2023.06.24;"17""";Intel® Core™ i7-1260P (12 rdzeni, 16 wątków, 3.4-4.7 GHz);32 GB DDR5;INTEL Iris® Xe
MediaMarkt;ASUS;;2499;2023.06.24;"15.6""";Intel® Core™ i5-1135G7 (4 rdzenie, 8 wątków, 2.4-4.2 GHz);16 GB DDR4;INTEL Iris® Xe
MediaMarkt;ACER;1 A114-61-S80P FHD;1199;2023.06.24;"14""";Qualcomm® Snapdragon SC7180 (8 rdzeni, 8 wątków, 2.4- GHz);4 GB DDR4;QUALCOMM Adreno 618
MediaMarkt;LG;2022 15Z90Q-G.AA55Y;5299;2023.06.24;"15.6""";Intel® Core™ i5-1240P (12 rdzeni, 16 wątków, 3.3-4.4 GHz);16 GB DDR5;INTEL Iris® Xe
MediaMarkt;HP;16-e0401nw FHD Ryzen;6599;2023.06.24;"16.1""";AMD Ryzen™ 7 5800H (8 rdzeni, 16 wątków, 3.2-4.4 GHz);16 GB DDR4;NVIDIA GeForce RTX™ 3060 6 GB GDDR6
MediaMarkt;HP;15-eg1151nw;4549;2023.06.24;"15.6""";Intel® Core™ i5-1155G7 (4 rdzenie, 8 wątków, 1-4.5 GHz);16 GB DDR4;INTEL Iris® Xe
MediaMarkt;HP;16-b1041nw;9799;2023.06.24;"16.1""";Intel® Core™ i7-12700H (14 rdzeni, 20 wątków, 2.3-4.7 GHz);32 GB DDR5;NVIDIA GeForce RTX™ 3070 Ti 8 GB GDDR6
MediaMarkt;HP;17-ck0131nw;8399;2023.06.24;"17.3""";Intel® Core™ i7-11800H (8 rdzeni, 16 wątków, 2.3-4.6 GHz);16 GB DDR4;NVIDIA GeForce RTX™ 3060 6 GB GDDR6
MediaMarkt;ACER;5 AN515-57-55TX;3999;2023.06.24;"15.6""";Intel® Core™ i5-11400H (6 rdzeni, 12 wątków, 2.7-4.5 GHz);8 GB DDR4;NVIDIA GeForce RTX™ 3050 4 GB GDDR6
MediaMarkt;HP;15-fa0129nw;4599;2023.06.24;"15.6""";Intel® Core™ i5-12450H (8 rdzeni, 12 wątków, 1.5-4.4 GHz);16 GB DDR4;NVIDIA GeForce RTX™ 3050 Ti 4 GB GDDR6
MediaMarkt;MICROSOFT;Surface Laptop Studio;7999;2023.06.24;"14.4""";Intel® Core™ i5-11300H (4 rdzenie, 8 wątków, 3.1-4.4 GHz);16 GB DDR4;INTEL Iris® Xe
MediaMarkt;LG;2022 14Z90Q-G.AA54Y;5149;2023.06.24;"14""";Intel® Core™ i5-1240P (12 rdzeni, 16 wątków, 3.3-4.4 GHz);16 GB DDR5;INTEL Iris® Xe
MediaMarkt;HUAWEI;16 2.5K Ryzen;4699;2023.06.24;"16""";AMD Ryzen™ 5 5600H (6 rdzeni, 12 wątków, 3.3-4.2 GHz);16 GB DDR4;AMD Radeon™
MediaMarkt;LG;2022 14Z90Q-G.AA78Y;6179;2023.06.24;"14""";Intel® Core™ i7-1260P (12 rdzeni, 16 wątków, 3.4-4.7 GHz);16 GB DDR5;INTEL Iris® Xe
MediaMarkt;DELL;5515 Ryzen Edition FHD Ryzen;4699;2023.06.24;"15.6""";AMD Ryzen™ 5 5600H (6 rdzeni, 12 wątków, 3.3-4.2 GHz);8 GB DDR4;NVIDIA GeForce RTX™ 3050 4 GB GDDR6
MediaMarkt;HUAWEI;D16 FHD Ryzen;3997;2023.06.24;"16.1""";AMD Ryzen™ 5 4600H (6 rdzeni, 12 wątków, 3-4 GHz);16 GB DDR4;AMD Radeon™
MediaMarkt;LENOVO;3 17ITL6 82H900D7PB;2999;2023.06.24;"17.3""";Intel® Core™ i5-1135G7 (4 rdzenie, 8 wątków, 2.4-4.2 GHz);8 GB DDR4;INTEL Iris® Xe
MediaMarkt;ACER;5 AN515-57-705L;6999;2023.06.24;"15.6""";Intel® Core™ i7-11800H (8 rdzeni, 16 wątków, 1.9-4.6 GHz);16 GB DDR4;NVIDIA GeForce RTX™ 3070 8 GB GDDR6
MediaMarkt;ASUS;Gaming F15 FX506HC-HN397W;4099;2023.06.24;"15.6""";Intel® Core™ i5-11400H (6 rdzeni, 12 wątków, 2.7-4.5 GHz);16 GB DDR4;NVIDIA GeForce RTX™ 3050 4 GB GDDR6
MediaMarkt;HP;13-ba1111nw;4749;2023.06.24;"13.3""";Intel® Core™ i5-1135G7 (4 rdzenie, 8 wątków, 2.4-4.2 GHz);16 GB DDR4;INTEL Iris® Xe
MediaMarkt;HP;15-eh1504nw FHD Ryzen;2999;2023.06.24;"15.6""";AMD Ryzen™ 5 5500U (6 rdzeni, 12 wątków, 2.1-4 GHz);8 GB DDR4;AMD Radeon™
MediaMarkt;LENOVO;5 17ACH6 82K0002UPB FHD Ryzen;4699;2023.06.24;"17.3""";AMD Ryzen™ 5 5600H (6 rdzeni, 12 wątków, 3.3-4.2 GHz);8 GB DDR4;NVIDIA GeForce RTX™ 3050 4 GB GDDR6
MediaMarkt;HUAWEI;D 15 (2021);3839;2023.06.24;"15.6""";Intel® Core™ i5-1135G7 (4 rdzenie, 8 wątków, 2.4-4.2 GHz);16 GB DDR4;INTEL Iris® Xe
MediaMarkt;ASUS;Pro 15 OLED K3500PC-L1328W;4999;2023.06.24;"15.6""";Intel® Core™ i5-11300H (4 rdzenie, 8 wątków, 3.1-4.4 GHz);16 GB DDR4;NVIDIA GeForce RTX™ 3050 4 GB GDDR6
MediaMarkt;ASUS;Gaming A15 FA506ICB-HN119W FHD Ryzen;4699;2023.06.24;"15.6""";AMD Ryzen™ 5 4600H (6 rdzeni, 12 wątków, 3-4 GHz);16 GB DDR4;NVIDIA GeForce RTX™ 3050 4 GB GDDR6
MediaMarkt;HP;17-ck0141nw;9699;2023.06.24;"17.3""";Intel® Core™ i7-11800H (8 rdzeni, 16 wątków, 2.3-4.6 GHz);32 GB DDR4;NVIDIA GeForce RTX™ 3070 8 GB GDDR6
MediaMarkt;LG;15 (2021) 15Z90P-G.AA66Y;5699;2023.06.24;"15.6""";Intel® Core™ i5-1135G7 (4 rdzenie, 8 wątków, 2.4-4.2 GHz);16 GB DDR4;INTEL Iris® Xe
MediaMarkt;LENOVO;Gaming 3 15IHU6 82K100QSPB;3599;2023.06.24;"15.6""";Intel® Core™ i5-11300H (4 rdzenie, 8 wątków, 3.1-4.1 GHz);8 GB DDR4;NVIDIA GeForce® GTX 1650 4 GB GDDR6
MediaMarkt;HP;FHD;1999;2023.06.24;"14""";Intel® Celeron® N4500 (2 rdzenie, 2 wątki, 1.1-2.8 GHz);4 GB DDR4;Intel UHD
MediaMarkt;LENOVO;5 15ALC05 82LN00M7PB FHD Ryzen;2499;2023.06.24;"15.6""";AMD Ryzen™ 5 5500U (6 rdzeni, 12 wątków, 2.1-4 GHz);8 GB DDR4;AMD Radeon™
MediaMarkt;HP;;2499;2023.06.24;"15.6""";Intel® Core™ i3-1115G4 (2 rdzenie, 4 wątki, 3-4.1 GHz);8 GB DDR4;Intel UHD
MediaMarkt;ASUS;Zenbook 17 Fold OLED UX9702AA-MD007X;16999;2023.06.24;"17.3""";Intel® Core™ i7-1250U (10 rdzeni, 12 wątków, 1.1-4.7 GHz);16 GB DDR5;INTEL Iris® Xe
MediaMarkt;ASUS;Gaming F15 FX506HC-HN006W;3999;2023.06.24;"15.6""";Intel® Core™ i5-11400H (6 rdzeni, 12 wątków, 2.7-4.5 GHz);16 GB DDR4;NVIDIA GeForce RTX™ 3050 4 GB GDDR6
MediaMarkt;LG;Gram 2022 16T90Q-G.AA78Y WQXGA;6899;2023.06.24;"16""";Intel® Core™ i7-1260P (12 rdzeni, 16 wątków, 3.4-4.7 GHz);16 GB DDR5;INTEL Iris® Xe
MediaMarkt;HP;14-eb0201nw;6197;2023.06.24;"14""";Intel® Core™ i7-11370H (4 rdzenie, 8 wątków, 3-3.3 GHz);16 GB DDR4;INTEL Iris® Xe
MediaMarkt;LENOVO;3 15IIL05 81WE010LPB;2299;2023.06.24;"15.6""";Intel® Core™ i3-1005G1 (2 rdzenie, 4 wątki, 1.2-3.4 GHz);8 GB DDR4;Intel UHD
MediaMarkt;MSI;Thin 11UC-240PL;5497;2023.06.24;"15.6""";Intel® Core™ i7-11800H (8 rdzeni, 16 wątków, 2.3-4.6 GHz);8 GB DDR4;NVIDIA GeForce RTX™ 3050 4 GB GDDR6
MediaMarkt;ASUS;;2199;2023.06.24;"15.6""";Intel® Core™ i3-1005G1 (2 rdzenie, 4 wątki, 1.2-3.4 GHz);4 GB DDR4;Intel UHD
MediaMarkt;ASUS;;2099;2023.06.24;"15.6""";Intel® Core™ i3-1115G4 (2 rdzenie, 4 wątki, 3-4.1 GHz);4 GB DDR4;Intel UHD
MediaMarkt;HP;15-ep1131nw;7599;2023.06.24;"15.6""";Intel® Core™ i5-11400H (6 rdzeni, 12 wątków, 2.2-4.5 GHz);16 GB DDR4;NVIDIA GeForce RTX™ 3050 Ti 4 GB GDDR6
MediaMarkt;HP;Aero 13-be0241nw WUXGA Ryzen;3999;2023.06.24;"13.3""";AMD Ryzen™ 5 5600U (6 rdzeni, 12 wątków, 2.3-4.2 GHz);16 GB DDR4;AMD Radeon™
MediaMarkt;HP;FHD Pentium;2199;2023.06.24;"14""";Intel® Pentium® Silver N6000 (4 rdzenie, 4 wątki, 1.1-3.3 GHz);8 GB DDR4;Intel UHD
MediaMarkt;LENOVO;3 15ADA05 81W100SRPB FHD Ryzen;3199;2023.06.24;"15.6""";AMD Ryzen™ 7 3700U (4 rdzenie, 8 wątków, 2.3-4 GHz);8 GB DDR4;AMD Radeon™ RX Vega 10
MediaMarkt;LENOVO;3 15ADA05 81W100SRPB FHD Ryzen;3199;2023.06.24;"15.6""";AMD Ryzen™ 7 3700U (4 rdzenie, 8 wątków, 2.3-4 GHz);8 GB DDR4;AMD Radeon™ RX Vega 10
MediaMarkt;LG;2021 16Z90P-G.AA66Y;5797;2023.06.24;"16""";Intel® Core™ i5-1135G7 (4 rdzenie, 8 wątków, 2.4-4.2 GHz);16 GB DDR4;INTEL Iris® Xe
MediaMarkt;DELL;5511;5499;2023.06.24;"15.6""";Intel® Core™ i5-11260H (6 rdzeni, 12 wątków, 2.1-4.4 GHz);16 GB DDR4;NVIDIA GeForce RTX™ 3050 Ti 4 GB GDDR6
MediaMarkt;HP;Spectre x360 16-f0231nw UHD+;9899;2023.06.24;"16""";Intel® Core™ i7-11390H (4 rdzenie, 8 wątków, 2.9-5 GHz);32 GB DDR4;NVIDIA GeForce RTX™ 3050 Max-Q 4 GB GDDR6
MediaMarkt;MICROSOFT;Surface Pro;4599;2023.06.24;"12.3""";Intel® Core™ i5-1035G4 (4 rdzenie, 8 wątków, 1.1-3.7 GHz);8 GB DDR4;INTEL Iris® Plus Graphics
MediaMarkt;HUAWEI;14;4999;2023.06.24;"14""";Intel® Core™ i5-1135G7 (4 rdzenie, 8 wątków, 2.4-4.2 GHz);16 GB DDR4;INTEL Iris® Xe
MediaMarkt;LG;2021 14Z90P-G.AA64Y;5399;2023.06.24;"14""";Intel® Core™ i5-1135G7 (4 rdzenie, 8 wątków, 2.4-4.2 GHz);16 GB DDR4;INTEL Iris® Xe
MediaMarkt;LG;2021 17Z90P-G.AA85Y;6899;2023.06.24;"17""";Intel® Core™ i7-1165G7 (4 rdzenie, 8 wątków, 2.8-4.7 GHz);16 GB DDR4;INTEL Iris® Xe
MediaMarkt;ASUS;ROG Flow X16 (2022) GV601RW-M5047W WQXGA Dotykowy Ryzen;14399;2023.06.24;"16""";AMD Ryzen™ 9 6900HS (8 rdzeni, 16 wątków, 3.3-4.9 GHz);32 GB DDR5;NVIDIA GeForce RTX™ 3070 Ti 8 GB GDDR6
MediaMarkt;DELL;14 5415 FHD Ryzen;4699;2023.06.24;"14""";AMD Ryzen™ 7 5700U (8 rdzeni, 16 wątków, 1.8-4.3 GHz);16 GB DDR4;AMD Radeon™
MediaMarkt;HP;;2597;2023.06.24;"15.6""";Intel® Core™ i3-1115G4 (2 rdzenie, 4 wątki, 3-4.1 GHz);8 GB DDR4;Intel UHD
MediaMarkt;HP;FHD Ryzen;2499;2023.06.24;"15.6""";AMD Ryzen™ 5 5500U (6 rdzeni, 12 wątków, 2.1-4 GHz);8 GB DDR4;AMD Radeon™
MediaMarkt;HP;Gaming 16-a0018nw;5897;2023.06.24;"16.1""";Intel® Core™ i7-10750H (6 rdzeni, 12 wątków, 2.6-5 GHz);8 GB DDR4;NVIDIA GeForce® GTX 1660 Ti Max-Q 6 GB GDDR6
MediaMarkt;HP;Gaming 16-a0023nw;3897;2023.06.24;"16.1""";Intel® Core™ i5-10300H (4 rdzenie, 8 wątków, 2.5-4.5 GHz);16 GB DDR4;NVIDIA GeForce® GTX 1650 Ti 4 GB GDDR6
MediaMarkt;HP;15-eh0008nw FHD Ryzen;3199;2023.06.24;"15.6""";AMD Ryzen™ 5 4500U (6 rdzeni, 6 wątków, 2.3-4 GHz);8 GB DDR4;AMD Radeon™
MediaMarkt;ASUS;FHD;1699;2023.06.24;"15.6""";Intel® Celeron® N4020 (2 rdzenie, 2 wątki, 1.1-2.8 GHz);4 GB DDR4;Intel UHD 600
MediaMarkt;LG;2021 17Z90P-G.AA65Y;5999;2023.06.24;"17""";Intel® Core™ i5-1135G7 (4 rdzenie, 8 wątków, 2.4-4.2 GHz);16 GB DDR4;INTEL Iris® Xe
MediaMarkt;ACER;5 A517-52-52F3;3499;2023.06.24;"17.3""";Intel® Core™ i5-1135G7 (4 rdzenie, 8 wątków, 2.4-4.2 GHz);8 GB DDR4;INTEL Iris® Xe
MediaMarkt;HP;FHD Ryzen;2899;2023.06.24;"15.6""";AMD Ryzen™ 5 5500U (6 rdzeni, 12 wątków, 2.1-4 GHz);8 GB DDR4;AMD Radeon™
MediaMarkt;ASUS;Strix G15 Advantage Edition G513QY-HQ025W WQHD Ryzen;8599;2023.06.24;"15.6""";AMD Ryzen™ 9 5980HX (8 rdzeni, 16 wątków, 3.3-4.8 GHz);16 GB DDR4;AMD Radeon™ RX 6800M 12 GB GDDR6
MediaMarkt;ACER;5 A517-52-52F3;3499;2023.06.24;"17.3""";Intel® Core™ i5-1135G7 (4 rdzenie, 8 wątków, 2.4-4.2 GHz);8 GB DDR4;INTEL Iris® Xe
MediaMarkt;HP;FHD Ryzen;2899;2023.06.24;"15.6""";AMD Ryzen™ 5 5500U (6 rdzeni, 12 wątków, 2.1-4 GHz);8 GB DDR4;AMD Radeon™
MediaMarkt;ACER;5 AN515-57-58MY;5499;2023.06.24;"15.6""";Intel® Core™ i5-11400H (6 rdzeni, 12 wątków, 2.2-4.5 GHz);16 GB DDR4;NVIDIA GeForce RTX™ 3060 6 GB GDDR6
MediaMarkt;ASUS;13 UX325EA-KG630W OLED;4369;2023.06.24;"13.3""";Intel® Core™ i7-1165G7 (4 rdzenie, 8 wątków, 1.2-4.7 GHz);16 GB DDR4;INTEL Iris® Xe
MediaMarkt;ACER;5 AN515-57-75GW;7899;2023.06.24;"15.6""";Intel® Core™ i7-11800H (8 rdzeni, 16 wątków, 1.9-4.6 GHz);16 GB DDR4;NVIDIA GeForce RTX™ 3070 8 GB GDDR6
MediaMarkt;LENOVO;5 Pro 16ACH6 82L500HQPB WQXGA Ryzen;4849;2023.06.24;"16""";AMD Ryzen™ 5 5600H (6 rdzeni, 12 wątków, 3.3-4.2 GHz);16 GB DDR4;NVIDIA GeForce® GTX 1650 4 GB GDDR6
MediaMarkt;HP;15-eh1221nw FHD Ryzen;3199;2023.06.24;"15.6""";AMD Ryzen™ 5 5500U (6 rdzeni, 12 wątków, 2.1-4 GHz);8 GB DDR4;AMD Radeon™
MediaMarkt;ASUS;;2999;2023.06.24;"15.6""";Intel® Core™ i5-1035G1 (4 rdzenie, 8 wątków, 1-3.6 GHz);8 GB DDR4;Intel UHD
MediaMarkt;LENOVO;3 15ADA05 81W100SJPB FHD Ryzen;2299;2023.06.24;"15.6""";AMD Ryzen™ 3 3250U (2 rdzenie, 4 wątki, 2.6-3.5 GHz);8 GB DDR4;AMD Radeon™
MediaMarkt;HUAWEI;;5999;2023.06.24;"14.2""";Intel® Core™ i5-11300H (4 rdzenie, 8 wątków, 3.1-4.4 GHz);16 GB DDR4;INTEL Iris® Xe
MediaMarkt;HUAWEI;D14 (2020);3499;2023.06.24;"14""";Intel® Core™ i5-10210U (4 rdzenie, 8 wątków, 1.6-4.2 GHz);8 GB DDR4;Intel UHD
MediaMarkt;LG;2021 16Z90P-G.AA85Y;6499;2023.06.24;"16""";Intel® Core™ i7-1165G7 (4 rdzenie, 8 wątków, 2.8-4.7 GHz);16 GB DDR4;INTEL Iris® Xe
MediaMarkt;HP;Gaming 15-ec0045nw;4297;2023.06.24;"15.6""";AMD Ryzen™ 5 3550H (4 rdzenie, 8 wątków, 2.1-3.7 GHz);16 GB DDR4;NVIDIA GeForce® GTX 1650 4GB GDDR5
MediaMarkt;ASUS;HD;1997;2023.06.24;"15.6""";Intel® Celeron® N4020 (2 rdzenie, 2 wątki, 1.1-2.8 GHz);4 GB DDR4;Intel UHD 600
MediaMarkt;HP;FHD Ryzen;2697;2023.06.24;"15.6""";AMD Ryzen™ 3 5300U (4 rdzenie, 8 wątków, 2.6-3.8 GHz);8 GB DDR4;AMD Radeon™
MediaMarkt;HP;FHD Pentium;2199;2023.06.24;"14""";Intel® Pentium® Silver N6000 (4 rdzenie, 4 wątki, 1.1-3.3 GHz);8 GB DDR4;Intel UHD
MediaMarkt;ASUS;15 K513EA-BQ1041T;2997;2023.06.24;"15.6""";Intel® Core™ i5-1135G7 (4 rdzenie, 8 wątków, 2.4-4.2 GHz);8 GB DDR4;INTEL Iris® Xe
MediaMarkt;LENOVO;5 17ACH6 82K0006BPB FHD Ryzen;4799;2023.06.24;"17.3""";AMD Ryzen™ 5 5600H (6 rdzeni, 12 wątków, 3.3-4.2 GHz);16 GB DDR4;NVIDIA GeForce RTX™ 3050 4 GB GDDR6
MediaMarkt;HP;Envy x360 Convert 13-bd0151nw FHD;4749;2023.06.24;"13.3""";Intel® Core™ i5-1135G7 (4 rdzenie, 8 wątków, 2.4-4.2 GHz);8 GB DDR4;INTEL Iris® Xe
MediaMarkt;HP;16-e0131nw FHD Ryzen;4899;2023.06.24;"16.1""";AMD Ryzen™ 5 5600H (6 rdzeni, 12 wątków, 3.3-4.2 GHz);16 GB DDR4;NVIDIA GeForce RTX™ 3050 Ti 4 GB GDDR6
MediaMarkt;HP;Envy x360 Convert 15-es0301nw FHD;4799;2023.06.24;"15.6""";Intel® Core™ i5-1135G7 (4 rdzenie, 8 wątków, 2.4-4.2 GHz);16 GB DDR4;INTEL Iris® Xe
MediaMarkt;HP;Gaming 17-cd2201nw;4449;2023.06.24;"17.3""";Intel® Core™ i5-11300H (4 rdzenie, 8 wątków, 3.1-4.4 GHz);8 GB DDR4;NVIDIA GeForce RTX™ 3050 4 GB GDDR6
MediaMarkt;LG;Gram 14T90P-G.AA55Y WUXGA;6499;2023.06.24;"14""";Intel® Core™ i5-1135G7 (4 rdzenie, 8 wątków, 2.4-4.2 GHz);16 GB DDR4;INTEL Iris® Xe
MediaMarkt;HP;16-e0131nw FHD Ryzen;4899;2023.06.24;"16.1""";AMD Ryzen™ 5 5600H (6 rdzeni, 12 wątków, 3.3-4.2 GHz);16 GB DDR4;NVIDIA GeForce RTX™ 3050 Ti 4 GB GDDR6
MediaMarkt;ASUS;;2897;2023.06.24;"15.6""";Intel® Core™ i5-1035G1 (4 rdzenie, 8 wątków, 1-3.6 GHz);8 GB DDR4;Intel UHD
MediaMarkt;LENOVO;Slim 7 14ARE05 82A200A2PB FHD Ryzen;4099;2023.06.24;"14""";AMD Ryzen™ 7 4700U (8 rdzeni, 8 wątków, 2-4.1 GHz);8 GB DDR4;AMD Radeon™
MediaMarkt;MICROSOFT;Laptop 4 13.5 Ryzen;4499;2023.06.24;"13.5""";AMD Ryzen™ 5 4680U (6 rdzeni, 12 wątków, 2.1-4 GHz);8 GB DDR4;AMD Radeon™ RX Vega 6
MediaMarkt;HP;;3297;2023.06.24;"14""";Intel® Core™ i5-1035G1 (4 rdzenie, 8 wątków, 1-3.6 GHz);8 GB DDR4;Intel UHD 620
MediaMarkt;HP;Gaming 15-ec2211nw FHD Ryzen;3499;2023.06.24;"15.6""";AMD Ryzen™ 5 5600H (6 rdzeni, 12 wątków, 3.3-4.2 GHz);8 GB DDR4;NVIDIA GeForce RTX™ 3050 4 GB GDDR6
MediaMarkt;ASUS;Gaming F15 FX506HEB-HN187T;5259;2023.06.24;"15.6""";Intel® Core™ i5-11400H (6 rdzeni, 12 wątków, 2.7-4.5 GHz);16 GB DDR4;NVIDIA GeForce RTX™ 3050 Ti 4 GB GDDR6
MediaMarkt;MICROSOFT;Laptop 5 13.5;7699;2023.06.24;"13.5""";Intel® Core™ i5-1235U (10 rdzeni, 12 wątków, 1.3-4.4 GHz);16 GB DDR5;INTEL Iris® Xe
MediaMarkt;ASUS;14 X412DA-EK645AT FHD Ryzen;2797;2023.06.24;"14""";;4 GB DDR4;AMD Radeon™ Vega 3
MediaMarkt;HP;Spectre x360 Convertible 14-ea0043nw 3K2K;7999;2023.06.24;"13.5""";Intel® Core™ i7-1165G7 (4 rdzenie, 8 wątków, 2.8-4.7 GHz);16 GB DDR4;INTEL Iris® Xe
MediaMarkt;LENOVO;Gaming 3 15IMH05 81Y400UMPB;3699;2023.06.24;"15.6""";Intel® Core™ i5-10300H (4 rdzenie, 8 wątków, 2.5-4.5 GHz);8 GB DDR4;NVIDIA GeForce® GTX 1650 4 GB GDDR6
MediaMarkt;HUAWEI;D16;3499;2023.06.24;"16""";Intel® Core™ i5-12450H (8 rdzeni, 12 wątków, 3.3-4.4 GHz);8 GB DDR4;Intel UHD
